id,symbol,setup,direction,entry_time,entry_price,exit_time,exit_price,pnl,reason,size
2125558967440,BTCUSD,TPR,BUY,2026-01-08T03:20:00+00:00,91438.5,2026-01-08T04:45:00+00:00,90731.87857142858,-77.73,SL,0.11
2125563161808,BTCUSD,TPR,BUY,2026-01-22T19:55:00+00:00,89545.0,2026-01-23T17:15:00+00:00,88526.82857142857,-81.45,SL,0.08
2125558881744,BTCUSD,TPR,BUY,2026-01-26T04:25:00+00:00,87843.0,2026-01-29T04:45:00+00:00,87843.0,56.65,SL,0.05
2125558889616,BTCUSD,TPR,BUY,2026-01-26T03:20:00+00:00,87680.0,2026-01-29T04:50:00+00:00,87680.0,62.48,SL,0.06
2125563462224,BTCUSD,TPR,BUY,2026-02-02T11:25:00+00:00,77310.5,2026-02-03T20:05:00+00:00,74762.15714285715,-76.45,SL,0.03
2125563277392,BTCUSD,TPR,BUY,2026-02-05T11:10:00+00:00,71733.0,2026-02-05T13:20:00+00:00,70374.63571428572,-81.5,SL,0.06
