time,symbol,setup,direction,entry_type,entry_price,sl,tp1,tp2,confidence,reasons
2026-01-08T02:00:00+00:00,BTCUSD,TPR,BUY,pending_stop,91438.5,90731.87857142858,92498.43214285714,93205.05357142855,79.0,PBHIGH_RECLAIM|BODY_MOMENTUM
2026-01-22T19:45:00+00:00,BTCUSD,TPR,BUY,pending_stop,89545.0,88526.82857142857,91072.25714285714,92090.42857142857,79.0,PBHIGH_RECLAIM|BODY_MOMENTUM
2026-01-22T22:15:00+00:00,BTCUSD,TPR,BUY,pending_stop,89888.0,88964.09285714285,91273.86071428572,92197.76785714287,79.0,PBHIGH_RECLAIM|BODY_MOMENTUM
2026-01-26T03:15:00+00:00,BTCUSD,TPR,BUY,pending_stop,87680.0,86291.5,89762.75,91151.25,79.0,PBHIGH_RECLAIM|BODY_MOMENTUM
2026-01-26T04:15:00+00:00,BTCUSD,TPR,BUY,pending_stop,87843.0,86332.33571428571,90108.99642857144,91619.66071428571,79.0,PBHIGH_RECLAIM|BODY_MOMENTUM
2026-02-02T11:15:00+00:00,BTCUSD,TPR,BUY,pending_stop,77310.5,74762.15714285715,81133.01428571428,83681.35714285713,79.0,PBHIGH_RECLAIM|BODY_MOMENTUM
2026-02-05T11:00:00+00:00,BTCUSD,TPR,BUY,pending_stop,71733.0,70374.63571428572,73770.54642857143,75128.91071428571,79.0,PBHIGH_RECLAIM|BODY_MOMENTUM
