id,symbol,setup,direction,entry_time,entry_price,exit_time,exit_price,pnl,reason,size
1800838624592,AUDJPY,TPR,BUY,2026-02-06T06:00:00+00:00,108.906,2026-02-09T01:00:00+00:00,110.63232142857147,153.76,TP2,0.17
1800766323728,AUDJPY,TPR,SELL,2026-02-09T06:00:00+00:00,109.658,2026-02-09T17:30:00+00:00,110.34331428571427,-76.3,SL,0.17
1800843377488,AUDJPY,TPR,BUY,2026-02-11T11:45:00+00:00,109.098,2026-02-11T15:35:00+00:00,109.098,0.0,SL,0.35
1800814475920,AUDJPY,TPR,BUY,2026-02-11T12:00:00+00:00,109.098,2026-02-11T15:35:00+00:00,109.098,0.0,SL,0.35
