time,symbol,setup,direction,entry_type,entry_price,sl,tp1,tp2,confidence,reasons
2026-02-06T06:00:00+00:00,AUDJPY,TPR,BUY,market,108.906,108.21547142857142,109.94179285714289,110.63232142857147,79.0,REJECTION|CLOSE_ABOVE_EMA20
2026-02-09T06:00:00+00:00,AUDJPY,TPR,SELL,market,109.658,110.34331428571427,108.6300285714286,107.94471428571433,79.0,REJECTION|CLOSE_BELOW_EMA20
2026-02-11T11:45:00+00:00,AUDJPY,TPR,BUY,market,109.098,108.75328571428572,109.61507142857141,109.95978571428569,79.0,REJECTION|CLOSE_ABOVE_EMA20
2026-02-11T12:00:00+00:00,AUDJPY,TPR,BUY,market,109.098,108.75402857142858,109.61395714285713,109.95792857142855,79.0,REJECTION|CLOSE_ABOVE_EMA20
